Time,Battery,Solar_panel,Indoor_temperature,Pressure,Outdoor_temperature,Outdoor_humidity,Solar_radiation,Wind_direction,Wind_speed,Rainfall_1,Rainfall_2,Counter
2003-03-31,,,,,,,,,,0.0,0.0,
2003-04-30,,,,,,,,,,0.0,0.0,
2003-05-31,,,,,,,,,,0.0,0.0,
2003-06-30,,,,,,,,,,0.0,0.0,
2003-07-31,,,,,,,,,,0.0,0.0,
2003-08-31,,,,,,,,,,0.0,0.0,
2003-09-30,,,,,,,,,,0.0,0.0,
2003-10-31,,,,,,,,,,0.0,0.0,
2003-11-30,,,,,,,,,,0.0,0.0,
2003-12-31,,,,,,,,,,0.0,0.0,
2004-01-31,,,,,,,,,,0.0,0.0,
2004-02-29,,,,,,,,,,0.0,0.0,
2004-03-31,,,,,,,,,,0.0,0.0,
2004-04-30,,,,,,,,,,0.0,0.0,
2004-05-31,,,,,,,,,,0.0,0.0,
2004-06-30,,,,,,,,,,0.0,0.0,
2004-07-31,,,,,,,,,,0.0,0.0,
2004-08-31,,,,,,,,,,0.0,0.0,
2004-09-30,,,,,,,,,,0.0,0.0,
2004-10-31,,,,,,,,,,0.0,0.0,
2004-11-30,,,,,,,,,,0.0,0.0,
2004-12-31,,,,,,,,,,0.0,0.0,
2005-01-31,,,,,,,,,,0.0,0.0,
2005-02-28,,,,,,,,,,0.0,0.0,
2005-03-31,,,,,,,,,,0.0,0.0,
2005-04-30,,,,,,,,,,0.0,0.0,
2005-05-31,,,,,,,,,,0.0,0.0,
2005-06-30,,,,,,,,,,0.0,0.0,
2005-07-31,,,,,,,,,,0.0,0.0,
2005-08-31,,,,,,,,,,0.0,0.0,
2005-09-30,,,,,,,,,,0.0,0.0,
2005-10-31,,,,,,,,,,0.0,0.0,
2005-11-30,,,,,,,,,,0.0,0.0,
2005-12-31,,,,,,,,,,0.0,0.0,
2006-01-31,,,,,,,,,,0.0,0.0,
2006-02-28,,,,,,,,,,0.0,0.0,
2006-03-31,,,,,,,,,,0.0,0.0,
2006-04-30,,,,,,,,,,0.0,0.0,
2006-05-31,,,,,,,,,,0.0,0.0,
2006-06-30,,,,,,,,,,0.0,0.0,
2006-07-31,,,,,,,,,,0.0,0.0,
2006-08-31,,,,,,,,,,0.0,0.0,
2006-09-30,,,,,,,,,,0.0,0.0,
2006-10-31,,,,,,,,,,0.0,0.0,
2006-11-30,,,,,,,,,,0.0,0.0,
2006-12-31,,,,,,,,,,0.0,0.0,
2007-01-31,,,,,,,,,,0.0,0.0,
2007-02-28,,,,,,,,,,0.0,0.0,
2007-03-31,,,,,,,,,,0.0,0.0,
2007-04-30,,,,,,,,,,0.0,0.0,
2007-05-31,,,,,,,,,,0.0,0.0,
2007-06-30,,,,,,,,,,0.0,0.0,
2007-07-31,,,,,,,,,,0.0,0.0,
2007-08-31,,,,,,,,,,0.0,0.0,
2007-09-30,,,,,,,,,,0.0,0.0,
2007-10-31,,,,,,,,,,0.0,0.0,
2007-11-30,,,,,,,,,,0.0,0.0,
2007-12-31,,,,,,,,,,0.0,0.0,
2008-01-31,,,,,,,,,,0.0,0.0,
2008-02-29,,,,,,,,,,0.0,0.0,
2008-03-31,,,,,,,,,,0.0,0.0,
2008-04-30,,,,,,,,,,0.0,0.0,
2008-05-31,,,,,,,,,,0.0,0.0,
2008-06-30,,,,,,,,,,0.0,0.0,
2008-07-31,,,,,,,,,,0.0,0.0,
2008-08-31,,,,,,,,,,0.0,0.0,
2008-09-30,,,,,,,,,,0.0,0.0,
2008-10-31,,,,,,,,,,0.0,0.0,
2008-11-30,,,,,,,,,,0.0,0.0,
2008-12-31,,,,,,,,,,0.0,0.0,
2009-01-31,,,,,,,,,,0.0,0.0,
2009-02-28,,,,,,,,,,0.0,0.0,
2009-03-31,,,,,,,,,,0.0,0.0,
2009-04-30,,,,,,,,,,0.0,0.0,
2009-05-31,,,,,,,,,,0.0,0.0,
2009-06-30,,,,,,,,,,0.0,0.0,
2009-07-31,,,,,,,,,,0.0,0.0,
2009-08-31,,,,,,,,,,0.0,0.0,
2009-09-30,,,,,,,,,,0.0,0.0,
2009-10-31,,,,,,,,,,0.0,0.0,
2009-11-30,,,,,,,,,,0.0,0.0,
2009-12-31,,,,,,,,,,0.0,0.0,
2010-01-31,,,,,,,,,,0.0,0.0,
2010-02-28,,,,,,,,,,0.0,0.0,
2010-03-31,,,,,,,,,,0.0,0.0,
2010-04-30,,,,,,,,,,0.0,0.0,
2010-05-31,,,,,,,,,,0.0,0.0,
2010-06-30,,,,,,,,,,0.0,0.0,
2010-07-31,,,,,,,,,,0.0,0.0,
2010-08-31,,,,,,,,,,0.0,0.0,
2010-09-30,,,,,,,,,,0.0,0.0,
2010-10-31,,,,,,,,,,0.0,0.0,
2010-11-30,,,,,,,,,,0.0,0.0,
2010-12-31,,,,,,,,,,0.0,0.0,
2011-01-31,,,,,,,,,,0.0,0.0,
2011-02-28,,,,,,,,,,0.0,0.0,
2011-03-31,,,,,,,,,,0.0,0.0,
2011-04-30,,,,,,,,,,0.0,0.0,
2011-05-31,,,,,,,,,,0.0,0.0,
2011-06-30,,,,,,,,,,0.0,0.0,
2011-07-31,,,,,,,,,,0.0,0.0,
2011-08-31,,,,,,,,,,0.0,0.0,
2011-09-30,,,,,,,,,,0.0,0.0,
2011-10-31,,,,,,,,,,0.0,0.0,
2011-11-30,,,,,,,,,,0.0,0.0,
2011-12-31,,,,,,,,,,0.0,0.0,
2012-01-31,,,,,,,,,,0.0,0.0,
2012-02-29,,,,,,,,,,0.0,0.0,
2012-03-31,,,,,,,,,,0.0,0.0,
2012-04-30,,,,,,,,,,0.0,0.0,
2012-05-31,,,,,,,,,,0.0,0.0,
2012-06-30,,,,,,,,,,0.0,0.0,
2012-07-31,,,,,,,,,,0.0,0.0,
2012-08-31,,,,,,,,,,0.0,0.0,
2012-09-30,,,,,,,,,,0.0,0.0,
2012-10-31,,,,,,,,,,0.0,0.0,
2012-11-30,,,,,,,,,,0.0,0.0,
2012-12-31,,,,,,,,,,0.0,0.0,
2013-01-31,,,,,,,,,,0.0,0.0,
2013-02-28,,,,,,,,,,0.0,0.0,
2013-03-31,,,,,,,,,,0.0,0.0,
2013-04-30,,,,,,,,,,0.0,0.0,
2013-05-31,,,,,,,,,,0.0,0.0,
2013-06-30,,,,,,,,,,0.0,0.0,
2013-07-31,,,,,,,,,,0.0,0.0,
2013-08-31,,,,,,,,,,0.0,0.0,
2013-09-30,,,,,,,,,,0.0,0.0,
2013-10-31,,,,,,,,,,0.0,0.0,
2013-11-30,,,,,,,,,,0.0,0.0,
2013-12-31,,,,,,,,,,0.0,0.0,
2014-01-31,,,,,,,,,,0.0,0.0,
2014-02-28,,,,,,,,,,0.0,0.0,
2014-03-31,,,,,,,,,,0.0,0.0,
2014-04-30,,,,,,,,,,0.0,0.0,
2014-05-31,,,,,,,,,,0.0,0.0,
2014-06-30,,,,,,,,,,0.0,0.0,
2014-07-31,,,,,,,,,,0.0,0.0,
2014-08-31,,,,,,,,,,0.0,0.0,
2014-09-30,,,,,,,,,,0.0,0.0,
2014-10-31,,,,,,,,,,0.0,0.0,
2014-11-30,,,,,,,,,,0.0,0.0,
2014-12-31,,,,,,,,,,0.0,0.0,
2015-01-31,,,,,,,,,,0.0,0.0,
2015-02-28,,,,,,,,,,0.0,0.0,
2015-03-31,,,,,,,,,,0.0,0.0,
2015-04-30,,,,,,,,,,0.0,0.0,
2015-05-31,,,,,,,,,,0.0,0.0,
2015-06-30,,,,,,,,,,0.0,0.0,
2015-07-31,,,,,,,,,,0.0,0.0,
2015-08-31,,,,,,,,,,0.0,0.0,
2015-09-30,,,,,,,,,,0.0,0.0,
2015-10-31,,,,,,,,,,0.0,0.0,
2015-11-30,,,,,,,,,,0.0,0.0,
2015-12-31,,,,,,,,,,0.0,0.0,
2016-01-31,,,,,,,,,,0.0,0.0,
2016-02-29,,,,,,,,,,0.0,0.0,
2016-03-31,,,,,,,,,,0.0,0.0,
2016-04-30,,,,,,,,,,0.0,0.0,
2016-05-31,,,,,,,,,,0.0,0.0,
2016-06-30,,,,,,,,,,0.0,0.0,
2016-07-31,,,,,,,,,,0.0,0.0,
2016-08-31,,,,,,,,,,0.0,0.0,
2016-09-30,,,,,,,,,,0.0,0.0,
2016-10-31,,,,,,,,,,0.0,0.0,
2016-11-30,,,,,,,,,,0.0,0.0,
2016-12-31,,,,,,,,,,0.0,0.0,
2017-01-31,,,,,,,,,,0.0,0.0,
2017-02-28,,,,,,,,,,0.0,0.0,
2017-03-31,,,,,,,,,,0.0,0.0,
2017-04-30,,,,,,,,,,0.0,0.0,
2017-05-31,,,,,,,,,,0.0,0.0,
2017-06-30,,,,,,,,,,0.0,0.0,
2017-07-31,,,,,,,,,,0.0,0.0,
2017-08-31,,,,,,,,,,0.0,0.0,
2017-09-30,,,,,,,,,,0.0,0.0,
2017-10-31,,,,,,,,,,0.0,0.0,
2017-11-30,,,,,,,,,,0.0,0.0,
2017-12-31,,,,,,,,,,0.0,0.0,
2018-01-31,,,,,,,,,,0.0,0.0,
2018-02-28,,,,,,,,,,0.0,0.0,
2018-03-31,,,,,,,,,,0.0,0.0,
2018-04-30,,,,,,,,,,0.0,0.0,
2018-05-31,,,,,,,,,,0.0,0.0,
2018-06-30,,,,,,,,,,0.0,0.0,
2018-07-31,,,,,,,,,,0.0,0.0,
2018-08-31,,,,,,,,,,0.0,0.0,
2018-09-30,,,,,,,,,,0.0,0.0,
2018-10-31,,,,,,,,,,0.0,0.0,
2018-11-30,,,,,,,,,,0.0,0.0,
2018-12-31,,,,,,,,,,0.0,0.0,
2019-01-31,,,,,,,,,,0.0,0.0,
2019-02-28,,,,,,,,,,0.0,0.0,
2019-03-31,,,,,,,,,,0.0,0.0,
2019-04-30,,,,,,,,,,0.0,0.0,
2019-05-31,,,,,,,,,,0.0,0.0,
2019-06-30,,,,,,,,,,0.0,0.0,
2019-07-31,,,,,,,,,,0.0,0.0,
2019-08-31,,,,,,,,,,0.0,0.0,
2019-09-30,,,,,,,,,,0.0,0.0,
2019-10-31,,,,,,,,,,0.0,0.0,
2019-11-30,,,,,,,,,,0.0,0.0,
2019-12-31,,,,,,,,,,0.0,0.0,
2020-01-31,,,,,,,,,,0.0,0.0,
2020-02-29,,,,,,,,,,0.0,0.0,
2020-03-31,,,,,,,,,,0.0,0.0,
2020-04-30,,,,,,,,,,0.0,0.0,
2020-05-31,,,,,,,,,,0.0,0.0,
2020-06-30,,,,,,,,,,0.0,0.0,
2020-07-31,,,,,,,,,,0.0,0.0,
2020-08-31,,,,,,,,,,0.0,0.0,
2020-09-30,,,,,,,,,,0.0,0.0,
2020-10-31,,,,,,,,,,0.0,0.0,
2020-11-30,,,,,,,,,,0.0,0.0,
2020-12-31,,,,,,,,,,0.0,0.0,
2021-01-31,,,,,,,,,,0.0,0.0,
2021-02-28,,,,,,,,,,0.0,0.0,
2021-03-31,,,,,,,,,,0.0,0.0,
2021-04-30,,,,,,,,,,0.0,0.0,
2021-05-31,,,,,,,,,,0.0,0.0,
2021-06-30,,,,,,,,,,0.0,0.0,
2021-07-31,,,,,,,,,,0.0,0.0,
2021-08-31,,,,,,,,,,0.0,0.0,
2021-09-30,,,,,,,,,,0.0,0.0,
2021-10-31,,,,,,,,,,0.0,0.0,
2021-11-30,,,,,,,,,,0.0,0.0,
2021-12-31,,,,,,,,,,0.0,0.0,
2022-01-31,,,,,,,,,,0.0,0.0,
2022-02-28,,,,,,,,,,0.0,0.0,
2022-03-31,,,,,,,,,,0.0,0.0,
2022-04-30,,,,,,,,,,0.0,0.0,
2022-05-31,0.0,0.0,21.86,832.22,923.56,927.31,154.69,276.66,0.0,0.4,0.0,2383.79
2022-06-30,0.0,0.0,21.29,924.89,40.91,91.24,119.06,137.57,0.0,0.8,0.0,95608.09
2022-07-31,0.0,0.0,22.51,903.93,25.14,65.11,148.91,117.0,0.0,89.6,112.4,111923.01
2022-08-31,0.17,4.49,11.01,794.02,26.18,60.79,215.59,106.8,0.0,0.4,0.2,1967639.15
2022-09-30,0.0,2.58,21.63,941.92,16.23,60.49,280.96,107.39,0.0,0.2,0.0,1543941.67
2022-10-31,0.0,0.0,21.59,921.48,19.46,68.93,107.88,111.6,0.0,1.0,0.6,1739200.08
